ko,DEFINITION
K00001,E1.1.1.1, adh; alchl dehydrgenase [EC1.1.1.1]
K10503,ZBTB24, BIF1; zinc finger and BTB dmain-cntaining prtein 24
K10504,ZBTB25; zinc finger and BTB dmain-cntaining prtein 25
K10505,ZBTB26; zinc finger and BTB dmain-cntaining prtein 26
K10506,ZBTB32, TZFP; zinc finger and BTB dmain-cntaining prtein 32
K10507,ZBTB33, KAISO; zinc finger and BTB dmain-cntaining prtein 33
K10508,ZBTB34; zinc finger and BTB dmain-cntaining prtein 34
K10509,ZBTB37; zinc finger and BTB dmain-cntaining prtein 37
K10510,ZBTB38; zinc finger and BTB dmain-cntaining prtein 38
K10511,ZBTB39; zinc finger and BTB dmain-cntaining prtein 39
K10512,ZBTB40; zinc finger and BTB dmain-cntaining prtein 40
K10513,ZBTB41; zinc finger and BTB dmain-cntaining prtein 41
K10514,ZBTB43; zinc finger and BTB dmain-cntaining prtein 43
K10515,ZBTB44, BTBD15; zinc finger and BTB dmain-cntaining prtein 44
K10516,ZBTB45; zinc finger and BTB dmain-cntaining prtein 45
K10517,ZBTB46, BTBD4; zinc finger and BTB dmain-cntaining prtein 46
K10518,ZBTB47; zinc finger and BTB dmain-cntaining prtein 47
K10519,ZBTB48, HKR3; zinc finger and BTB dmain-cntaining prtein 48
K10520,ABTB1, BPOZ; anyrin repeat and BTB/POZ dmain-cntaining prtein 1
K10521,ABTB2; anyrin repeat and BTB/POZ dmain-cntaining prtein 2
K10522,DIABLO, SMAC; diabl
K10523,SPOP; specle-type POZ prtein
K10524,NRK1_2; nictinamide/nictinate ribside inase [EC2.7.1.22 2.7.1.173]
K10525,AOC; allene xide cyclase [EC5.3.99.6]
K10526,OPCL1; OPC-80 CA ligase 1 [EC6.2.1.-]
K10527,MFP2; enyl-CA hydratase/3-hydrxyacyl-CA dehydrgenase [EC4.2.1.17 1.1.1.35 1.1.1.211]
K10528,HPL; hydrperxide lyase [EC4.1.2.-]
K10529,DOX; alpha-dixygenase [EC1.14.99.-]
K10530,lctO; L-lactate xidase [EC1.1.3.2]
K10531,pvdA, SIDA; L-rnithine N5-mnxygenase [EC1.14.13.195 1.14.13.196]
K10532,HGSNAT; heparan-alpha-glucsaminide N-acetyltransferase [EC2.3.1.78]
K10533,E3.3.2.8; limnene-1,2-epxide hydrlase [EC3.3.2.8]
K10534,NR; nitrate reductase (NAD(P)H) [EC1.7.1.1 1.7.1.2 1.7.1.3]
K10535,ha; hydrxylamine dehydrgenase [EC1.7.2.6]
K10536,aguA; agmatine deiminase [EC3.5.3.12]
K10537,araF; L-arabinse transprt system substrate-binding prtein
K10538,araH; L-arabinse transprt system permease prtein
K10539,araG; L-arabinse transprt system ATP-binding prtein [EC7.5.2.12]
K10540,mglB; methyl-galactside transprt system substrate-binding prtein
K10541,mglC; methyl-galactside transprt system permease prtein
K10542,mglA; methyl-galactside transprt system ATP-binding prtein [EC7.5.2.11]
K10543,xylF; D-xylse transprt system substrate-binding prtein
K10544,xylH; D-xylse transprt system permease prtein
K10545,xylG; D-xylse transprt system ATP-binding prtein [EC7.5.2.10]
K10546,ABC.GGU.S, chvE; putative multiple sugar transprt system substrate-binding prtein
K10547,ABC.GGU.P, gguB; putative multiple sugar transprt system permease prtein
K10548,ABC.GGU.A, gguA; putative multiple sugar transprt system ATP-binding prtein [EC7.5.2.-]
K10549,alsB; D-allse transprt system substrate-binding prtein
K10550,alsC; D-allse transprt system permease prtein
K10551,alsA; D-allse transprt system ATP-binding prtein [EC7.5.2.8]
K10552,frcB; fructse transprt system substrate-binding prtein
K10553,frcC; fructse transprt system permease prtein
K10554,frcA; fructse transprt system ATP-binding prtein
K10555,lsrB; AI-2 transprt system substrate-binding prtein
K10556,lsrC; AI-2 transprt system permease prtein
K10557,lsrD; AI-2 transprt system permease prtein
K10558,lsrA, eg; AI-2 transprt system ATP-binding prtein
K10559,rhaS; rhamnse transprt system substrate-binding prtein
K10560,rhaP; rhamnse transprt system permease prtein
K10561,rhaQ; rhamnse transprt system permease prtein
K10562,rhaT; rhamnse transprt system ATP-binding prtein [EC7.5.2.-]
K10563,mutM, fpg; frmamidpyrimidine-DNA glycsylase [EC3.2.2.23 4.2.99.18]
K10564,mtC; chemtaxis prtein MtC
K10565,mtD; chemtaxis prtein MtD
K10566,xdB; phenylacetaldxime dehydratase [EC4.99.1.7]
K10567,NEIL1; endnuclease VIII-lie 1 [EC3.2.2.- 4.2.99.18]
K10568,NEIL2; endnuclease VIII-lie 2 [EC3.2.2.- 4.2.99.18]
K10569,NEIL3; endnuclease VIII-lie 3
K10570,ERCC8, CKN1, CSA; DNA excisin repair prtein ERCC-8
K10571,DET1; de-etilated-1
K10572,IPPK; insitl-pentaisphsphate 2-inase [EC2.7.1.158]
K10573,UBE2A, UBC2, RAD6A; ubiquitin-cnjugating enzyme E2 A [EC2.3.2.23]
K10574,UBE2B, RAD6B; ubiquitin-cnjugating enzyme E2 B [EC2.3.2.23]
K10575,UBE2G1, UBC7; ubiquitin-cnjugating enzyme E2 G1 [EC2.3.2.23]
K10576,UBE2H, UBC8; ubiquitin-cnjugating enzyme E2 H [EC2.3.2.23]
K10577,UBE2I, UBC9; ubiquitin-cnjugating enzyme E2 I
K10578,UBE2J1, NCUBE1, UBC6; ubiquitin-cnjugating enzyme E2 J1 [EC2.3.2.23]
K10579,UBE2M, UBC12; ubiquitin-cnjugating enzyme E2 M
K10580,UBE2N, BLU, UBC13; ubiquitin-cnjugating enzyme E2 N [EC2.3.2.23]
K10581,UBE2O; ubiquitin-cnjugating enzyme E2 O [EC2.3.2.24]
K10582,UBE2Q; ubiquitin-cnjugating enzyme E2 Q [EC2.3.2.23]
K10583,UBE2S, E2EPF; ubiquitin-cnjugating enzyme E2 S [EC2.3.2.23]
K10584,UBE2U; ubiquitin-cnjugating enzyme E2 U [EC2.3.2.23]
K10585,UBE2Z; ubiquitin-cnjugating enzyme E2 Z [EC2.3.2.23]
K10586,BIRC6, BRUCE; baculviral IAP repeat-cntaining prtein 6 (aplln) [EC2.3.2.23]
K10587,UBE3A, E6AP; ubiquitin-prtein ligase E3 A [EC2.3.2.26]
K10588,UBE3B; ubiquitin-prtein ligase E3 B [EC2.3.2.26]
K10589,UBE3C; ubiquitin-prtein ligase E3 C [EC2.3.2.26]
K10590,TRIP12; E3 ubiquitin-prtein ligase TRIP12 [EC2.3.2.26]
K10591,NEDD4, RSP5; E3 ubiquitin-prtein ligase NEDD4 [EC2.3.2.26]
K10592,HUWE1, MULE, ARF-BP1; E3 ubiquitin-prtein ligase HUWE1 [EC2.3.2.26]
K10593,EDD1, UBR5; E3 ubiquitin-prtein ligase EDD1 [EC2.3.2.26]
K10594,HERC1; E3 ubiquitin-prtein ligase HERC1 [EC2.3.2.26]
K10595,HERC2; E3 ubiquitin-prtein ligase HERC2 [EC2.3.2.26]
K10596,UBE4A; ubiquitin cnjugatin factr E4 A [EC2.3.2.27]
K10597,UBE4B, UFD2; ubiquitin cnjugatin factr E4 B [EC2.3.2.27]
K10598,PPIL2, CYC4, CHP60; peptidyl-prlyl cis-trans ismerase-lie 2 [EC5.2.1.8]
K10599,PRPF19, PRP19; pre-mRNA-prcessing factr 19 [EC2.3.2.27]
K10600,UBOX5, UIP5; U-bx dmain-cntaining prtein 5
K10601,SYVN1, HRD1; E3 ubiquitin-prtein ligase synvilin [EC2.3.2.27]
K10602,NHLRC1; E3 ubiquitin-prtein ligase NHLRC1 [EC2.3.2.27]
K10603,AIRE; autimmune regulatr
K10604,MGRN1; E3 ubiquitin-prtein ligase MGRN1 [EC2.3.2.27]
K10605,BRCA1; breast cancer type 1 susceptibility prtein [EC2.3.2.27]
K10606,FANCL, PHF9; E3 ubiquitin-prtein ligase FANCL [EC2.3.2.27]
K10607,TRIM32, HT2A; tripartite mtif-cntaining prtein 32 [EC2.3.2.27]
K10608,TRIM37, MUL; tripartite mtif-cntaining prtein 37 [EC2.3.2.27]
K10609,CUL4; cullin 4
K10610,DDB1; DNA damage-binding prtein 1
K10611,RBX2, ROC2, RNF7; RING-bx prtein 2 [EC2.3.2.32]
K10612,CUL5; cullin 5
K10613,CUL7; cullin 7
K10614,HERC3; E3 ubiquitin-prtein ligase HERC3 [EC2.3.2.26]
K10615,HERC4; E3 ubiquitin-prtein ligase HERC4 [EC2.3.2.26]
K10616,cymAa; p-cymene methyl-mnxygenase [EC1.14.15.25]
K10617,cymB; p-cumic alchl dehydrgenase
K10618,cymC; p-cumic aldehyde dehydrgenase
K10619,cmtAb; p-cumate 2,3-dixygenase subunit alpha [EC1.14.12.25]
K10620,cmtB; 2,3-dihydrxy-2,3-dihydr-p-cumate dehydrgenase [EC1.3.1.58]
K10621,cmtC, dhbA; 2,3-dihydrxy-p-cumate/2,3-dihydrxybenzate 3,4-dixygenase [EC1.13.11.- 1.13.11.14]
K10622,cmtD, dhbB; HCOMODA/2-hydrxy-3-carbxy-mucnic semialdehyde decarbxylase [EC4.1.1.-]
K10623,cmtE; HOMODA hydrlase [EC3.7.1.-]
K10624,RBBP6; E3 ubiquitin-prtein ligase RBBP6 [EC2.3.2.27]
K10625,UBR1; E3 ubiquitin-prtein ligase UBR1 [EC2.3.2.27]
K10626,UBR2; E3 ubiquitin-prtein ligase UBR2 [EC2.3.2.27]
K10627,RAD18; E3 ubiquitin-prtein ligase RAD18 [EC2.3.2.27]
K10628,RAG1; V(D)J recmbinatin-activating prtein 1 [EC2.3.2.27]
K10629,RNF128, GRAIL; E3 ubiquitin-prtein ligase RNF128 [EC2.3.2.27]
K10630,RBCK1, HOIL1; RanBP-type and C3HC4-type zinc finger-cntaining prtein 1 [EC2.3.2.31]
K10631,TOPORS; E3 ubiquitin-prtein ligase Tprs [EC2.3.2.27]
K10632,BRAP; BRCA1-assciated prtein [EC2.3.2.27]
K10633,PJA1; E3 ubiquitin-prtein ligase Praja1 [EC2.3.2.27]
K10634,PJA2; E3 ubiquitin-prtein ligase Praja2 [EC2.3.2.27]
K10635,RNF111; E3 ubiquitin-prtein ligase Aradia [EC2.3.2.27]
K10636,AMFR, GP78; autcrine mtility factr receptr [EC2.3.2.27]
K10637,MYLIP, MIR; E3 ubiquitin-prtein ligase MYLIP [EC2.3.2.27]
K10638,UHRF1, NP95; E3 ubiquitin-prtein ligase UHRF1 [EC2.3.2.27]
K10639,CCNB1IP1, HEI10; E3 ubiquitin-prtein ligase CCNP1IP1 [EC2.3.2.27]
K10640,RNF25, AO7; E3 ubiquitin-prtein ligase RNF25 [EC2.3.2.27]
K10641,LRSAM1; E3 ubiquitin-prtein ligase LRSAM1 [EC2.3.2.27]
K10642,DZIP3; E3 ubiquitin-prtein ligase DZIP3 [EC2.3.2.27]
K10643,CNOT4, NOT4, MOT2; CCR4-NOT transcriptin cmplex subunit 4 [EC2.3.2.27]
K10644,CHFR; E3 ubiquitin-prtein ligase CHFR [EC2.3.2.27]
K10645,MIB; E3 ubiquitin-prtein ligase mind-bmb [EC2.3.2.27]
K10646,TRAF7, RFWD1; E3 ubiquitin-prtein ligase TRAF7 [EC2.3.2.27]
K10647,TRIM1, MID2; midline 2 [EC2.3.2.27]
K10648,TRIM5; tripartite mtif-cntaining prtein 5 [EC2.3.2.27]
K10649,TRIM9_67; tripartite mtif-cntaining prtein 9/67
K10650,TRIM11; tripartite mtif-cntaining prtein 11 [EC2.3.2.27]
K10651,TRIM21, SSA1; tripartite mtif-cntaining prtein 21 [EC2.3.2.27]
K10652,TRIM25, EFP; tripartite mtif-cntaining prtein 25 [EC2.3.2.27]
K10653,TRIM54, MURF3; tripartite mtif-cntaining prtein 54
K10654,TRIM55, MURF2; tripartite mtif-cntaining prtein 55
K10655,TRIM63, MURF1; tripartite mtif-cntaining prtein 63 [EC2.3.2.27]
K10656,MARCH1_8; E3 ubiquitin-prtein ligase MARCH1/8 [EC2.3.2.27]
K10657,MARCH2; E3 ubiquitin-prtein ligase MARCH2 [EC2.3.2.27]
K10658,MARCH3; E3 ubiquitin-prtein ligase MARCH3 [EC2.3.2.27]
K10659,MARCH4_9_11; E3 ubiquitin-prtein ligase MARCH4/9/11 [EC2.3.2.27]
K10660,MARCH5; E3 ubiquitin-prtein ligase MARCH5 [EC2.3.2.27]
K10661,MARCH6, DOA10; E3 ubiquitin-prtein ligase MARCH6 [EC2.3.2.27]
K10662,MARCH7, AXOT; E3 ubiquitin-prtein ligase MARCH7 [EC2.3.2.27]
K10663,ATL4; E3 ubiquitin-prtein ligase ATL4 [EC2.3.2.27]
K10664,ATL6S; E3 ubiquitin-prtein ligase ATL6/9/15/31/42/55 [EC2.3.2.27]
K10665,MARCH10; E3 ubiquitin-prtein ligase MARCH10 [EC2.3.2.27]
K10666,RNF5; E3 ubiquitin-prtein ligase RNF5 [EC2.3.2.27]
K10667,RNF8; E3 ubiquitin-prtein ligase RNF8 [EC2.3.2.27]
K10668,RNF138; E3 ubiquitin-prtein ligase RNF138 [EC2.3.2.27]
K10669,TRPT1, TPT1; 2'-phsphtransferase [EC2.7.1.160]
K10670,grdA; glycine/sarcsine/betaine reductase cmplex cmpnent A [EC1.21.4.2 1.21.4.3 1.21.4.4]
K10671,grdE; glycine reductase cmplex cmpnent B subunit alpha and beta [EC1.21.4.2]
K10672,grdB; glycine reductase cmplex cmpnent B subunit gamma [EC1.21.4.2]
K10673,strA; streptmycin 3"-inase [EC2.7.1.87]
K10674,ectD; ectine hydrxylase [EC1.14.11.55]
K10675,E4.2.1.66; cyanide hydratase [EC4.2.1.66]
K10676,tfdB; 2,4-dichlrphenl 6-mnxygenase [EC1.14.13.20]
K10677,E4.2.2.17; inulin fructtransferase (DFA-I-frming) [EC4.2.2.17]
K10678,nfsA; nitrreductase [EC1.-.-.-]
K10679,nfnB, nfsB; nitrreductase / dihydrpteridine reductase [EC1.-.-.- 1.5.1.34]
K10680,nemA; N-ethylmaleimide reductase [EC1.-.-.-]
K10681,saeS; tw-cmpnent system, OmpR family, sensr histidine inase SaeS [EC2.7.13.3]
K10682,saeR; tw-cmpnent system, OmpR family, respnse regulatr SaeR
K10683,BARD1; BRCA1-assciated RING dmain prtein 1
K10684,UBLE1A, SAE1; ubiquitin-lie 1-activating enzyme E1 A [EC6.2.1.45]
K10685,UBLE1B, SAE2, UBA2; ubiquitin-lie 1-activating enzyme E1 B [EC6.2.1.45]
K10686,UBE1C, UBA3; ubiquitin-activating enzyme E1 C [EC6.2.1.45]
K10687,UBE2F; ubiquitin-cnjugating enzyme E2 F [EC2.3.2.23]
K10688,UBE2W, UBC16; ubiquitin-cnjugating enzyme E2 W [EC2.3.2.25]
K10689,PEX4; perxin-4 [EC2.3.2.23]
K10691,UBR4, ZUBR1; E3 ubiquitin-prtein ligase UBR4 [EC2.3.2.27]
K10692,LNX1_2; ligand f Numb prtein X 1/2 [EC2.3.2.27]
K10693,MYCBP2, PAM; E3 ubiquitin-prtein ligase MYCBP2 [EC2.3.2.27]
K10694,ZNRF1_2; E3 ubiquitin-prtein ligase ZNRF1/2 [EC2.3.2.27]
K10695,RNF1_2; E3 ubiquitin-prtein ligase RNF1/2 [EC2.3.2.27]
K10696,BRE1; E3 ubiquitin-prtein ligase BRE1 [EC2.3.2.27]
K10697,rpaA; tw-cmpnent system, OmpR family, respnse regulatr RpaA
K10698,UBE1L, UBA7; ubiquitin-activating enzyme E1-lie [EC6.2.1.45]
K10699,UBE1L2, UBA6; ubiquitin-activating enzyme E1-lie prtein 2 [EC6.2.1.45]
K10700,ebdA; ethylbenzene hydrxylase subunit alpha [EC1.17.99.2]
K10701,apc; acetphenne carbxylase [EC6.4.1.8]
K10702,tdF; 2-hydrxy-6-xhepta-2,4-dienate hydrlase [EC3.7.1.25]
K10703,HACD, PHS1, PAS2; very-lng-chain (3R)-3-hydrxyacyl-CA dehydratase [EC4.2.1.134]
K10704,UBE2V; ubiquitin-cnjugating enzyme E2 variant
K10705,GAPDHS; glyceraldehyde-3-phsphate dehydrgenase, spermatgenic [EC1.2.1.12]
K10706,SETX, ALS4; senataxin [EC3.6.4.-]
K10707,VAPB, ALS8; vesicle-assciated membrane prtein-assciated prtein B
K10708,frlB; fructselysine 6-phsphate deglycase [EC3.5.-.-]
K10709,frlC; fructselysine 3-epimerase [EC5.1.3.41]
K10710,frlD; fructselysine 6-inase [EC2.7.1.218]
K10711,frlR; GntR family transcriptinal regulatr, frlABCD pern transcriptinal regulatr
K10712,ADO; cysteamine dixygenase [EC1.13.11.19]
K10713,fae; 5,6,7,8-tetrahydrmethanpterin hydr-lyase [EC4.2.1.147]
K10714,mtdB; methylene-tetrahydrmethanpterin dehydrgenase [EC1.5.1.-]
K10715,rpfC; tw-cmpnent system, sensr histidine inase RpfC [EC2.7.13.3]
K10716,ch, trA, mthK, pch; vltage-gated ptassium channel
K10717,CYP735A; cytinin trans-hydrxylase
K10718,JHAMT; juvenile hrmne-III synthase [EC2.1.1.325]
K10719,JHEH; juvenile hrmne epxide hydrlase
K10720,PHM, CYP306A1; ecdysterid 25-hydrxylase
K10721,DIB, CYP302A1; ecdysterid 22-hydrxylase
K10722,SAD, CYP315A1; ecdysterid 2-hydrxylase
K10723,SHD, CYP314A1; ecdysne 20-mnxygenase [EC1.14.99.22]
K10724,EO; ecdysne xidase [EC1.1.3.16]
K10725,cdc6A; archaeal cell divisin cntrl prtein 6
K10726,mcm, cdc21; replicative DNA helicase Mcm [EC3.6.4.-]
K10727,CDT1; chrmatin licensing and DNA replicatin factr 1
K10728,TOPBP1; tpismerase (DNA) II binding prtein 1
K10729,SLD2; DNA replicatin regulatr SLD2
K10730,RECQL4; ATP-dependent DNA helicase Q4 [EC3.6.4.12]
K10731,SLD3; DNA replicatin regulatr SLD3
K10732,GINS1, PSF1; GINS cmplex subunit 1
K10733,GINS2, PSF2; GINS cmplex subunit 2
K10734,GINS3; GINS cmplex subunit 3
K10735,GINS4, SLD5; GINS cmplex subunit 4
K10736,MCM10; minichrmsme maintenance prtein 10
K10737,MCM8; DNA helicase MCM8 [EC3.6.4.12]
K10738,MCM9; DNA helicase MCM9 [EC3.6.4.12]
K10739,RFA2, RPA2; replicatin factr A2
K10740,RPA3; replicatin factr A3
K10741,RPA4; replicatin factr A4
K10742,DNA2; DNA replicatin ATP-dependent helicase Dna2 [EC3.6.4.12]
K10743,RNASEH2A; ribnuclease H2 subunit A [EC3.1.26.4]
K10744,RNASEH2B; ribnuclease H2 subunit B
K10745,RNASEH2C; ribnuclease H2 subunit C
K10746,EXO1; exnuclease 1 [EC3.1.-.-]
K10747,LIG1; DNA ligase 1 [EC6.5.1.1 6.5.1.6 6.5.1.7]
K10748,tus, tau; DNA replicatin terminus site-binding prtein
K10749,GMNN; geminin
K10750,CHAF1A; chrmatin assembly factr 1 subunit A
K10751,CHAF1B; chrmatin assembly factr 1 subunit B
K10752,RBBP4, HAT2, CAF1, MIS16; histne-binding prtein RBBP4
K10753,ASF1; histne chaperne ASF1
K10754,RFC1; replicatin factr C subunit 1
K10755,RFC2_4; replicatin factr C subunit 2/4
K10756,RFC3_5; replicatin factr C subunit 3/5
K10757,E2.4.1.91; flavnl 3-O-glucsyltransferase [EC2.4.1.91]
K10758,QSOX; thil xidase [EC1.8.3.2]
K10759,E3.1.1.20; tannase [EC3.1.1.20]
K10760,IPT; adenylate dimethylallyltransferase (cytinin synthase) [EC2.5.1.27 2.5.1.112]
K10761,THG1; tRNA(His) guanylyltransferase [EC2.7.7.79]
K10762,ydaV; putative replicatin prtein
K10763,hda; DnaA-hmlg prtein
K10764,metZ; O-succinylhmserine sulfhydrylase [EC2.5.1.-]
K10765,ALKBH1; alylated DNA repair prtein alB hmlg 1 [EC1.14.11.51 4.2.99.18 1.14.11.-]
K10766,ALKBH4; alylated DNA repair prtein alB hmlg 4 [EC1.14.11.-]
K10767,ALKBH5; mRNA N6-methyladenine demethylase [EC1.14.11.53]
K10768,ALKBH6; alylated DNA repair prtein alB hmlg 6 [EC1.14.11.-]
K10769,ALKBH7; alylated DNA repair prtein alB hmlg 7 [EC1.14.11.-]
K10770,ALKBH8, TRM9; alylated DNA repair prtein alB hmlg 8 [EC1.14.11.- 2.1.1.229]
K10771,APEX1; AP endnuclease 1 [EC4.2.99.18]
K10772,APEX2; AP endnuclease 2 [EC4.2.99.18]
K10773,NTH; endnuclease III [EC4.2.99.18]
K10774,E4.3.1.23; tyrsine ammnia-lyase [EC4.3.1.23]
K10775,PAL; phenylalanine ammnia-lyase [EC4.3.1.24]
K10776,LIG3; DNA ligase 3 [EC6.5.1.1]
K10777,LIG4, DNL4; DNA ligase 4 [EC6.5.1.1]
K10778,ada; AraC family transcriptinal regulatr, regulatry prtein f adaptative respnse / methylated-DNA-[prtein]-cysteine methyltransferase [EC2.1.1.63]
K10779,ATRX; transcriptinal regulatr ATRX [EC3.6.4.12]
K10780,fabL; enyl-[acyl-carrier prtein] reductase III [EC1.3.1.104]
K10781,FATB; fatty acyl-ACP thiesterase B [EC3.1.2.14 3.1.2.21]
K10782,FATA; fatty acyl-ACP thiesterase A [EC3.1.2.14]
K10784,TRAV; T cell receptr alpha chain V regin
K10785,TRBV; T-cell receptr beta chain V regin
K10786,PRG2, MBP; bne marrw prteglycan
K10787,RNASE3, ECP; esinphil catinic prtein [EC3.1.27.-]
K10788,EPX, EPO; esinphil perxidase [EC1.11.1.7]
K10789,MPO; myelperxidase [EC1.11.2.2]
K10790,TREX1; three prime repair exnuclease 1 [EC3.1.11.2]
K10791,TREX2; three prime repair exnuclease 2 [EC3.1.11.2]
K10793,prdA; D-prline reductase (dithil) PrdA [EC1.21.4.1]
K10794,prdB; D-prline reductase (dithil) PrdB [EC1.21.4.1]
K10795,prdD; D-prline reductase (dithil)-stabilizing prtein PrdD
K10796,prdE; D-prline reductase (dithil)-stabilizing prtein PrdE
K10797,enr; 2-enate reductase [EC1.3.1.31]
K10798,PARP; ply [ADP-ribse] plymerase [EC2.4.2.30]
K10799,TNKS; tanyrase [EC2.4.2.30]
K10800,SMUG1; single-strand selective mnfunctinal uracil DNA glycsylase [EC3.2.2.-]
K10801,MBD4; methyl-CpG-binding dmain prtein 4 [EC3.2.2.-]
K10802,HMGB1; high mbility grup prtein B1
K10803,XRCC1; DNA-repair prtein XRCC1
K10804,tesA; acyl-CA thiesterase I [EC3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]
K10805,tesB; acyl-CA thiesterase II [EC3.1.2.-]
K10806,yciA; acyl-CA thiesterase YciA [EC3.1.2.-]
K10807,RRM1; ribnucleside-diphsphate reductase subunit M1 [EC1.17.4.1]
K10808,RRM2; ribnucleside-diphsphate reductase subunit M2 [EC1.17.4.1]
K10809,TG; thyrglbulin
K10810,tenI; thiazle tautmerase (transcriptinal regulatr TenI) [EC5.3.99.10]
K10811,E2.5.1.2; thiamine pyridinylase [EC2.5.1.2]
K10812,GlcAT-SP; beta-1,3-glucurnyltransferase [EC2.4.1.135 2.4.1.-]
K10814,hcnA; hydrgen cyanide synthase HcnA [EC1.4.99.5]
K10815,hcnB; hydrgen cyanide synthase HcnB [EC1.4.99.5]
K10816,hcnC; hydrgen cyanide synthase HcnC [EC1.4.99.5]
K10817,eryA; 6-dexyerythrnlide-B synthase [EC2.3.1.94]
K10819,E2.7.13.3; histidine inase [EC2.7.13.3]
K10820,ytfR; galactfuranse transprt system ATP-binding prtein [EC7.5.2.9]
K10822,E7.4.2.2; nnplar-amin-acid-transprting ATPase [EC7.4.2.2]
K10823,ppF; ligpeptide transprt system ATP-binding prtein
K10824,niE, cntF; nicel transprt system ATP-binding prtein [EC7.2.2.11]
K10829,fhuC; ferric hydrxamate transprt system ATP-binding prtein [EC7.2.2.16]
K10830,psaB, scaC; manganese/zinc transprt system ATP-binding prtein [EC7.2.2.5]
K10831,tauB; taurine transprt system ATP-binding prtein [EC7.6.2.7]
K10837,PSTK; O-phsphseryl-tRNA(Sec) inase [EC2.7.1.164]
K10838,XPC; xerderma pigmentsum grup C-cmplementing prtein
K10839,RAD23, HR23; UV excisin repair prtein RAD23
K10840,CETN2; centrin-2
K10841,ERCC6, CSB, RAD26; DNA excisin repair prtein ERCC-6
K10842,MNAT1; CDK-activating inase assembly factr MAT1
K10843,ERCC3, XPB; DNA excisin repair prtein ERCC-3 [EC3.6.4.12]
K10844,ERCC2, XPD; DNA excisin repair prtein ERCC-2 [EC3.6.4.12]
K10845,TTDA, GTF2H5, TFB5; TFIIH basal transcriptin factr cmplex TTD-A subunit
K10846,ERCC5, XPG, RAD2; DNA excisin repair prtein ERCC-5
K10847,XPA; DNA-repair prtein cmplementing XP-A cells
K10848,ERCC4, XPF; DNA excisin repair prtein ERCC-4 [EC3.1.-.-]
K10849,ERCC1; DNA excisin repair prtein ERCC-1
K10850,narT; MFS transprter, NNP family, putative nitrate transprter
K10851,nreA; nitrgen regulatry prtein A
K10852,PENDE; ispenicillin-N N-acyltransferase [EC2.3.1.164]
K10854,acxB; acetne carbxylase, alpha subunit [EC6.4.1.6]
K10855,acxA; acetne carbxylase, beta subunit [EC6.4.1.6]
K10856,acxC; acetne carbxylase, gamma subunit [EC6.4.1.6]
K10857,exX; exdexyribnuclease X [EC3.1.11.-]
K10858,PMS2; DNA mismatch repair prtein PMS2
K10859,ALKBH2; DNA xidative demethylase [EC1.14.11.33]
K10860,ALKBH3, DEPC1; mRNA N1-methyladenine demethylase [EC1.14.11.54]
K10861,UDG2, CCNO; uracil-DNA glycsylase 2 [EC3.2.2.-]
K10862,TDP1; tyrsyl-DNA phsphdiesterase 1 [EC3.1.4.-]
K10863,APTX; aprataxin [EC3.1.11.7 3.1.11.8 3.1.12.2]
K10864,PMS1; DNA mismatch repair prtein PMS1
K10865,MRE11; duble-strand brea repair prtein MRE11
K10866,RAD50; DNA repair prtein RAD50 [EC3.6.-.-]
K10867,NBN, NBS1; nibrin
K10868,XRS2; DNA repair prtein XRS2
K10869,RAD51L1, RAD51B; RAD51-lie prtein 1
K10870,RAD51L2, RAD51C; RAD51-lie prtein 2
K10871,RAD51L3, RAD51D; RAD51-lie prtein 3
K10872,DMC1; meitic recmbinatin prtein DMC1
K10873,RAD52; DNA repair and recmbinatin prtein RAD52
K10874,RDM1, RAD52B; RAD52 mtif-cntaining prtein 1
K10875,RAD54L, RAD54; DNA repair and recmbinatin prtein RAD54 and RAD54-lie prtein [EC3.6.4.-]
K10876,RAD54L2; RAD54-lie prtein 2 [EC3.6.4.12]
K10877,RAD54B; DNA repair and recmbinatin prtein RAD54B [EC3.6.4.-]
K10878,SPO11; meitic recmbinatin prtein SPO11
